interview_id,life_stage,fin_mark,event_date,year,month,fishing_duration_minutes,angler_count,angler_minutes,trip_status,trip_guided,boat_type,boat_used,fishing_start_time,fishing_end_time,fish_count,had.ad,had.um,had.release,had.kept,um_total,ad_total,doy,yearfac,round_cat1,round_cat2,interview_id_fac,mark_stage,fishing_med_hrs,fishing_start_hrs
4FCF1517-752D-4065-864F-63D3DE9A7B3F,Jack,AD,2021-09-17,2021,9,180,1,180,Complete,NA,NA,No,12:00:00,15:00:00,0,FALSE,FALSE,FALSE,FALSE,0,0,260,2021,NA,NA,4FCF1517-752D-4065-864F-63D3DE9A7B3F,AD X Jack,13.5,12
4FCF1517-752D-4065-864F-63D3DE9A7B3F,Jack,UM,2021-09-17,2021,9,180,1,180,Complete,NA,NA,No,12:00:00,15:00:00,0,FALSE,FALSE,FALSE,FALSE,0,0,260,2021,NA,NA,4FCF1517-752D-4065-864F-63D3DE9A7B3F,UM X Jack,13.5,12
4FD3B0CE-5C39-4324-9F80-C23443A338EE,Adult,AD,2023-09-21,2023,9,76,1,76,Complete,NA,NA,No,12:30:00,13:46:00,0,FALSE,FALSE,FALSE,FALSE,0,0,264,2023,NA,NA,4FD3B0CE-5C39-4324-9F80-C23443A338EE,AD X Adult,13.133333333333333,12.5
4FD3B0CE-5C39-4324-9F80-C23443A338EE,Adult,UM,2023-09-21,2023,9,76,1,76,Complete,NA,NA,No,12:30:00,13:46:00,0,FALSE,FALSE,FALSE,FALSE,0,0,264,2023,NA,NA,4FD3B0CE-5C39-4324-9F80-C23443A338EE,UM X Adult,13.133333333333333,12.5
4FD3B0CE-5C39-4324-9F80-C23443A338EE,Jack,AD,2023-09-21,2023,9,76,1,76,Complete,NA,NA,No,12:30:00,13:46:00,0,FALSE,FALSE,FALSE,FALSE,0,0,264,2023,NA,NA,4FD3B0CE-5C39-4324-9F80-C23443A338EE,AD X Jack,13.133333333333333,12.5
4FD3B0CE-5C39-4324-9F80-C23443A338EE,Jack,UM,2023-09-21,2023,9,76,1,76,Complete,NA,NA,No,12:30:00,13:46:00,0,FALSE,FALSE,FALSE,FALSE,0,0,264,2023,NA,NA,4FD3B0CE-5C39-4324-9F80-C23443A338EE,UM X Jack,13.133333333333333,12.5
4FD53AAF-63B4-4A89-812A-527289B0AE83,Adult,AD,2023-09-02,2023,9,120,2,240,Complete,NA,NA,No,09:16:00,11:16:00,0,FALSE,FALSE,FALSE,FALSE,0,0,245,2023,NA,NA,4FD53AAF-63B4-4A89-812A-527289B0AE83,AD X Adult,10.266666666666667,9.266666666666667
4FD53AAF-63B4-4A89-812A-527289B0AE83,Adult,UM,2023-09-02,2023,9,120,2,240,Complete,NA,NA,No,09:16:00,11:16:00,0,FALSE,FALSE,FALSE,FALSE,0,0,245,2023,NA,NA,4FD53AAF-63B4-4A89-812A-527289B0AE83,UM X Adult,10.266666666666667,9.266666666666667
4FD53AAF-63B4-4A89-812A-527289B0AE83,Jack,AD,2023-09-02,2023,9,120,2,240,Complete,NA,NA,No,09:16:00,11:16:00,0,FALSE,FALSE,FALSE,FALSE,0,0,245,2023,NA,NA,4FD53AAF-63B4-4A89-812A-527289B0AE83,AD X Jack,10.266666666666667,9.266666666666667
4FD53AAF-63B4-4A89-812A-527289B0AE83,Jack,UM,2023-09-02,2023,9,120,2,240,Complete,NA,NA,No,09:16:00,11:16:00,0,FALSE,FALSE,FALSE,FALSE,0,0,245,2023,NA,NA,4FD53AAF-63B4-4A89-812A-527289B0AE83,UM X Jack,10.266666666666667,9.266666666666667
4FDA455C-C611-427B-B2D0-AB3293047D74,Adult,AD,2023-09-23,2023,9,279,1,279,Complete,NA,NA,No,06:00:00,10:39:00,0,FALSE,FALSE,FALSE,FALSE,0,0,266,2023,NA,NA,4FDA455C-C611-427B-B2D0-AB3293047D74,AD X Adult,8.316666666666666,6
