X2.5.,X10.,X50.,X90.,X97.5.,freq_significant
-20.390991856593573,-17.785355657335437,-0.35278485027883094,1.2844846798189615,2.231466744924806,0.08878504672897196
-20.06503030016573,-17.790473204343684,-0.40546510810539876,1.0986122886651415,2.0358780392201754,0.08177570093457943
-20.259215699140487,-18.16060340266108,-0.4054651081053988,1.252762968493967,2.014903020542265,0.08177570093457943
-19.892030077550523,-17.670475639435193,-0.3168618800433622,1.0986122886679066,2.079441540668797,0.07476635514018691
-19.810187089192524,-17.87292133273879,-0.2876820724515797,1.1179738450091803,2.197224577332145,0.08644859813084112
-19.892030077550228,-17.872921329304127,-0.39661531887322415,1.0986122886679068,2.1972245773302843,0.07710280373831775
-19.44300146767789,-17.649777777989577,-0.28768207244940297,1.2527629684943815,1.9683328322869857,0.07242990654205607
-20.005775794207963,-18.160603401755715,-0.4951993484329844,1.1981150295538878,2.1972245658736154,0.102803738317757
-20.259215699069618,-17.554467598184946,-0.3042029760514309,1.2527629684939672,1.954500957599671,0.07242990654205607
-19.86375138002927,-17.761880150402483,-0.2876820694382368,1.0986122886679064,2.07944154167943,0.07242990654205607
-19.971533626618534,-17.71877064947543,-0.251314428279109,1.252762968493967,1.9213619892266964,0.07476635514018691
-20.259215699070594,-18.160603401755917,-0.4054651081053987,1.1471579519277437,2.1678199991984703,0.09345794392523364
-19.971533621712837,-17.718770649474834,-0.40546510810796244,1.252762968493967,2.079441540668796,0.08878504672897196
-19.56606851851097,-17.56369909578394,-0.28768206943836344,1.3862943611195453,2.171749850429543,0.06074766355140187
-19.892030077551556,-17.649777777989094,-0.4054651081053997,1.0463548006237715,2.035878039911843,0.07009345794392523
-20.259215701326475,-18.02108977231163,-0.4054651081081639,1.0986122886679066,1.9683328322874898,0.10046728971962617
-19.971533626617305,-17.761880150402423,-0.28768207245157884,1.148625374026731,1.943784672473226,0.06775700934579439
-20.00577579476089,-17.718770649475985,-0.3465735902790268,1.2527629684929034,2.0794415401821946,0.07009345794392523
-19.97153362661524,-17.91298074709183,-0.3193294976377492,1.3862943611195468,2.1384918923501153,0.08177570093457943
-19.971533626618154,-17.554467598183866,-0.28768207244952915,1.252762968493967,2.4849066497848296,0.07242990654205607
-19.85375059096123,-17.80620420344089,-0.40546510810540015,1.1200499778627508,2.0149030205389713,0.07242990654205607
-19.723899563429466,-17.75513829364706,-0.4054651081053988,1.3862943611195466,2.1177210282659575,0.07242990654205607
-20.664680803192198,-18.09606488061803,-0.4054651081053995,1.2527629684939678,2.086142810019616,0.0794392523364486
-19.89203007524452,-17.806204203440466,-0.4054651081091806,1.0986122886674599,2.197224577332146,0.06775700934579439
-19.89203008502532,-17.986733108051663,-0.4054651081053998,1.3862943611194862,2.4981737980043213,0.10981308411214953
-19.56606851864365,-18.006452721928714,-0.4054651081079627,1.1948787674033678,2.151963195855991,0.07242990654205607
-20.06503030016625,-17.761880147933404,-0.4003889223741875,1.0986122886679064,2.0794415416794303,0.08177570093457943
-19.971533626617305,-18.006452721928923,-0.28768207245157873,1.098612288667907,2.197224577330285,0.07009345794392523
-20.005775794431337,-18.02108977118081,-0.40546510810539926,1.0986122886679068,2.197224565873616,0.0911214953271028
-20.259215679996757,-17.69905103560118,-0.2938933324505418,1.0986122886679075,1.9683328322594202,0.09345794392523364
-20.259215699068225,-17.927617796342457,-0.40546510810539893,1.203972804324536,2.1177210227497825,0.0794392523364486
-19.971533626617,-17.670475639434553,-0.3709686723635601,1.252762968493967,2.07944154167943,0.07009345794392523
-19.782632240485626,-17.585239256851835,-0.18232155679375905,1.386294361119486,2.197224565873616,0.0630841121495327
-20.00577579420551,-17.71877064947371,-0.4054651081053986,1.2527629684939658,1.7917594692279,0.07710280373831775
-19.89203007518877,-17.522307197560526,-0.2876820724515784,1.1095225819188803,1.9459101490537103,0.07242990654205607
-19.97153362672774,-17.806204203439766,-0.2876820724522935,1.3038462361595335,2.2473235482746508,0.0911214953271028
-19.638590172687437,-17.77761114949899,-0.40546510810539904,1.252762968493967,1.9459101490264026,0.06775700934579439
-19.971533627249208,-17.8729213293004,-0.4054651081053997,1.186250338736309,2.0927086898973633,0.08644859813084112
-19.97153362661858,-17.649777777987488,-0.4054651081053997,1.0986122886651422,1.8093313161405633,0.0630841121495327
-19.055242894744726,-17.55446759818404,-0.3656841966912775,1.3862943611196865,2.584983150264035,0.07009345794392523
-20.2592156990706,-18.006452721928603,-0.3801779651288939,1.2527629684939665,1.8418584401713554,0.07710280373831775
-20.065030300165112,-18.028685113573953,-0.3718954566902376,1.2186098535762002,2.0794415406687965,0.09345794392523364
-19.971533621584328,-17.806204203440785,-0.3193294976374248,1.2777428230614731,2.035878039425242,0.102803738317757
-19.97153362182636,-17.91298074709148,-0.3527848490498613,1.2685113254609275,2.197224560357442,0.08644859813084112
-19.924963438365225,-17.69905103559814,-0.2876820664270713,1.2039728043245361,1.9459101490537098,0.06775700934579439
-20.065030300165287,-17.8990247424017,-0.4054651081081642,1.1302204433648455,1.9459101490272266,0.07476635514018691
